activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
active,7071058,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C1NC(=O)C(=Cc2ccccc2[N+](=O)[O-])C(=O)N1,,,CHEMBL1201862,,,,CHEMBL1887422,,CHEMBL1887422,,0,http://www.openphacts.org/units/Nanomolar,1534897,,7,1,,,IC50,nM,,27340.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,27.34
active,7071059,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C)cc(NC(=S)N(Cc2ccc(Cl)cc2)Cc2ccc(C(=O)O)cc2)c1,,,CHEMBL1201862,,,,CHEMBL1416451,,CHEMBL1416451,,0,http://www.openphacts.org/units/Nanomolar,1118740,,7,1,,,IC50,nM,,92100.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,92.1
active,7071060,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(C(c2c(C)[nH]n(-c3ccccc3)c2=O)c2c(C)[nH]n(-c3ccccc3)c2=O)cc1OC,,,CHEMBL1201862,,,,CHEMBL3145089,,CHEMBL3145089,,0,http://www.openphacts.org/units/Nanomolar,1028483,,7,1,,,IC50,nM,,35920.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,35.92
active,7071061,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CC1=NN(c2ccc(C)cc2C)C(=O)C1C(c1ccccc1)C1C(=O)N(c2ccc(C)cc2C)N=C1C,,,CHEMBL1201862,,,,CHEMBL1537099,,CHEMBL1537099,,0,http://www.openphacts.org/units/Nanomolar,1013162,,7,1,,,IC50,nM,,48820.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,48.82
active,7071062,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,C#CCOc1c(Br)cc(/C=C2/C(=O)ON=C2C)cc1OCC,,,CHEMBL1201862,,,,CHEMBL1543897,,CHEMBL1543897,,0,http://www.openphacts.org/units/Nanomolar,1215702,,7,1,,,IC50,nM,,84740.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,84.74
active,7071063,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(=S)N2CCN(c3ccccc3Cl)CC2)cc(O)c1O,,,CHEMBL1201862,,,,CHEMBL1386851,,CHEMBL1386851,,0,http://www.openphacts.org/units/Nanomolar,1138544,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7071064,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CCOc1cc(Br)cc(C(c2c(C(=O)O)[nH]c3ccccc23)c2c(C(=O)O)[nH]c3ccccc23)c1O,,,CHEMBL1201862,,,,CHEMBL1594818,,CHEMBL1594818,,0,http://www.openphacts.org/units/Nanomolar,1199001,,7,1,,,IC50,nM,,18710.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,18.71
active,7071065,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(-c2nn(-c3ccccc3)cc2C=C2C(=O)CC(C)(C)CC2=O)cc1,,,CHEMBL1201862,,,,CHEMBL1606705,,CHEMBL1606705,,0,http://www.openphacts.org/units/Nanomolar,1022365,,7,1,,,IC50,nM,,44810.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,44.81
active,7071066,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc(NC2=C(NC(=O)c3ccccc3)C(=O)c3ccccc3C2=O)c1,,,CHEMBL1201862,,,,CHEMBL1572924,,CHEMBL1572924,,0,http://www.openphacts.org/units/Nanomolar,1037965,,7,1,,,IC50,nM,,58360.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,58.36
active,7071067,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(C)c(S(=O)(=O)Nc2ccccc2C(=O)Nc2ccc(S(=O)(=O)Nc3ncccn3)cc2)c1,,,CHEMBL1201862,,,,CHEMBL1386872,,CHEMBL1386872,,0,http://www.openphacts.org/units/Nanomolar,1047408,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7071068,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,[O-][S+](c1ccccc1O)[S+]([O-])c1ccccc1O,,,CHEMBL1201862,,,,CHEMBL119878,,CHEMBL119878,,0,http://www.openphacts.org/units/Nanomolar,1387182,,7,1,,,IC50,nM,,67960.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,67.96
active,7071069,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(N2C(=O)C(Cl)=C(N3CCOCC3)C2=O)cc1,,,CHEMBL1201862,,,,CHEMBL1409740,,CHEMBL1409740,,0,http://www.openphacts.org/units/Nanomolar,1052464,,7,1,,,IC50,nM,,45060.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,45.06
active,7071070,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(CCN1C(=O)/C(=C\C=C\c2ccccc2)SC1=S)Nc1ccccc1C(=O)O,,,CHEMBL1201862,,,,CHEMBL1409780,,CHEMBL1409780,,0,http://www.openphacts.org/units/Nanomolar,1240994,,7,1,,,IC50,nM,,64260.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,64.26
active,7071071,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C1NN(c2ccc(Cl)c(Cl)c2)C(=O)/C1=C/c1ccc(-c2ccccc2C(=O)O)o1,,,CHEMBL1201862,,,,CHEMBL1433919,,CHEMBL1433919,,0,http://www.openphacts.org/units/Nanomolar,1222325,,7,1,,,IC50,nM,,7410.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,7.41
active,7071072,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CCOc1ccc(N2C(=O)NC(=O)/C(=C\c3ccccc3[N+](=O)[O-])C2=O)cc1,,,CHEMBL1201862,,,,CHEMBL1399247,,CHEMBL1399247,,0,http://www.openphacts.org/units/Nanomolar,1143646,,7,1,,,IC50,nM,,30470.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,30.47
active,7071073,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc2cc(C=C3C(=O)NC(=O)NC3=O)c(O)nc2c1,,,CHEMBL1201862,,,,CHEMBL1340229,,CHEMBL1340229,,0,http://www.openphacts.org/units/Nanomolar,1143764,,7,1,,,IC50,nM,,78950.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,78.95
active,7071074,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1cccc(N2C(=O)C=CC2=O)c1,,,CHEMBL1201862,,,,CHEMBL441433,,CHEMBL441433,,0,http://www.openphacts.org/units/Nanomolar,1390072,,7,1,,,IC50,nM,,76890.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,76.89
active,7071075,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1cccc2c1NC(C(=O)O)C1CC(Sc3ccccc3[N+](=O)[O-])C(Cl)C21,,,CHEMBL1201862,,,,CHEMBL1399331,,CHEMBL1399331,,0,http://www.openphacts.org/units/Nanomolar,1029875,,7,1,,,IC50,nM,,38860.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,38.86
active,7071076,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(NS(=O)(=O)c2ccc(N/N=C/c3ccccc3OCC(=O)O)c([N+](=O)[O-])c2)c(C)c1,,,CHEMBL1201862,,,,CHEMBL1976042,,CHEMBL1976042,,0,http://www.openphacts.org/units/Nanomolar,1143960,,7,1,,,IC50,nM,,43910.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,43.91
active,7071077,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(/C=C2\C(=N)N3N=C(N4CCOCC4)SC3=NC2=O)ccc1OC(=O)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL1477708,,CHEMBL1477708,,0,http://www.openphacts.org/units/Nanomolar,1225087,,7,1,,,IC50,nM,,80140.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,80.14
active,7071078,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CSc1ccc(-c2sc(Nc3cccc4ccccc34)n[n+]2-c2ccccc2)cc1.[Cl-],,,CHEMBL1201862,,,,CHEMBL1359508,,CHEMBL1618587,,0,http://www.openphacts.org/units/Nanomolar,1226092,,7,1,,,IC50,nM,,44480.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,44.48
active,7071079,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(CNc2ccc(O)cc2)cc1,,,CHEMBL1201862,,,,CHEMBL1438567,,CHEMBL1438567,,0,http://www.openphacts.org/units/Nanomolar,1193773,,7,1,,,IC50,nM,,92460.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,92.46
active,7071080,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1cccc(N2C(=O)c3cc([N+](=O)[O-])cc4cc([N+](=O)[O-])cc(c34)C2=O)c1,,,CHEMBL1201862,,,,CHEMBL1306943,,CHEMBL1306943,,0,http://www.openphacts.org/units/Nanomolar,1207198,,7,1,,,IC50,nM,,26670.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,26.67
active,7071081,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(/C=C2\C(=O)NC(=O)N(c3ccccc3)C2=O)cc1CN1C(=O)c2ccccc2C1=O,,,CHEMBL1201862,,,,CHEMBL1561832,,CHEMBL1561832,,0,http://www.openphacts.org/units/Nanomolar,1532890,,7,1,,,IC50,nM,,73950.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,73.95
active,7071082,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=[N+]([O-])c1cc([N+](=O)[O-])c2oc(-c3ccccc3)c(Br)c2c1O,,,CHEMBL1201862,,,,CHEMBL1605235,,CHEMBL1605235,,0,http://www.openphacts.org/units/Nanomolar,1213950,,7,1,,,IC50,nM,,43830.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,43.83
active,7071083,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)/C=C/C(=O)c1c(-c2ccccc2)[nH]c2ccccc12,,,CHEMBL1201862,,,,CHEMBL1340284,,CHEMBL1340284,,0,http://www.openphacts.org/units/Nanomolar,1201577,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7071084,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)/C(CC(=O)c1ccc(Cl)cc1)=N/Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],,,CHEMBL1201862,,,,CHEMBL3194553,,CHEMBL3194553,,0,http://www.openphacts.org/units/Nanomolar,1215645,,7,1,,,IC50,nM,,12530.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,12.53
active,7071085,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)CN1C(=O)/C(=C\c2cc(Br)ccc2OCc2ccccc2Cl)SC1=S,,,CHEMBL1201862,,,,CHEMBL1566530,,CHEMBL1566530,,0,http://www.openphacts.org/units/Nanomolar,1231905,,7,1,,,IC50,nM,,24260.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,24.26
active,7071086,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1[nH]n(-c2ccccc2)c(=O)c1C(c1ccccc1[N+](=O)[O-])C(C#N)C#N,,,CHEMBL1201862,,,,CHEMBL3145018,,CHEMBL3145018,,0,http://www.openphacts.org/units/Nanomolar,1209659,,7,1,,,IC50,nM,,86410.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,86.41
active,7071087,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc([C@H]2C(C(=O)O)=CC[C@@H](c3ccc(Cl)c(Cl)c3)N2S(=O)(=O)c2ccc(C)cc2)cc1,,,CHEMBL1201862,,,,CHEMBL1701202,,CHEMBL1701202,,0,http://www.openphacts.org/units/Nanomolar,1384003,,7,1,,,IC50,nM,,38790.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,38.79
active,7071088,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(Cl)c2c(C3=NC(=S)NC3=O)c(O)[nH]c12,,,CHEMBL1201862,,,,CHEMBL1340338,,CHEMBL1340338,,0,http://www.openphacts.org/units/Nanomolar,1125682,,7,1,,,IC50,nM,,61480.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,61.48
active,7071089,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,COc1cc(C(c2c(C(=O)O)[nH]c3ccccc23)c2c(C(=O)O)[nH]c3ccccc23)ccc1OCc1ccccc1,,,CHEMBL1201862,,,,CHEMBL1543994,,CHEMBL1543994,,0,http://www.openphacts.org/units/Nanomolar,1198837,,7,1,,,IC50,nM,,16030.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,16.03
active,7071090,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CCOc1cc(/C=C2\C(=O)NC(=O)N(C)C2=O)cc([N+](=O)[O-])c1O,,,CHEMBL1201862,,,,CHEMBL1404302,,CHEMBL1404302,,0,http://www.openphacts.org/units/Nanomolar,1151742,,7,1,,,IC50,nM,,19860.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,19.86
active,7071091,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CCc1sc(/C=C(/C#N)C(N)=S)cc1[N+](=O)[O-],,,CHEMBL1201862,,,,CHEMBL1347163,,CHEMBL1347163,,0,http://www.openphacts.org/units/Nanomolar,1108046,,7,1,,,IC50,nM,,33870.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,33.87
active,7071092,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,COC(=O)c1ccc(-c2ccc(C(c3c(C)n[nH]c3O)c3c(C)n[nH]c3O)o2)cc1,,,CHEMBL1201862,,,,CHEMBL1347107,,CHEMBL1347107,,0,http://www.openphacts.org/units/Nanomolar,1094885,>,7,1,>,,IC50,nM,,100000.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,100.0
active,7071093,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,Cc1[nH]n(-c2ncc(-c3ccc(Cl)cc3)s2)c(=O)c1C(c1ccc(Cl)cc1)C(C#N)C#N,,,CHEMBL1201862,,,,CHEMBL3145049,,CHEMBL3145049,,0,http://www.openphacts.org/units/Nanomolar,1030209,,7,1,,,IC50,nM,,22970.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,22.97
active,7071094,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,CC1=NN(c2ccc(C(=O)O)cc2)C(=O)/C1=C\c1ccc(OC(=O)c2cccs2)cc1,,,CHEMBL1201862,,,,CHEMBL1455522,,CHEMBL1455522,,0,http://www.openphacts.org/units/Nanomolar,1125913,,7,1,,,IC50,nM,,15590.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,15.59
active,7071095,[],CHEMBL1794550,"PUBCHEM_BIOASSAY: Primary and Confirmatory Screening for Flavivirus Genomic Capping Enzyme Inhibition. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID588708, AID588742]",F,,,BAO_0000190,BAO_0000019,assay format,O=C(NNc1cc(Br)c(O)c(Br)c1)c1ccccc1,,,CHEMBL1201862,,,,CHEMBL1458709,,CHEMBL1458709,,0,http://www.openphacts.org/units/Nanomolar,1088347,,7,1,,,IC50,nM,,63160.0,CHEMBL5980,Dengue virus type 2 (strain Thailand/16681/1984) (DENV-2),Dengue virus type 2 NS3 protein,31634,,,IC50,uM,UO_0000065,,63.16
